Code,mean,count,std,min,max
5582,0.22219251290704226,1065,0.28686098202561944,-0.674345255,0.845282853
9041,0.22184590198642534,884,0.30814643199252756,-0.716539502,0.824519694
3793,0.22160709157880434,736,0.20930582982391754,-0.656962037,0.807349443
5344,0.2213171530350877,171,0.27467718922060436,-0.658997595,0.825431883
9434,0.2211149961612903,5921,0.23963004798660006,-0.709605336,0.826512814
6971,0.22105686682586775,5157,0.2638436581058018,-0.704150498,0.808249474
9735,0.2208954629063313,1153,0.2648135896649782,-0.694408953,0.821759343
5892,0.22082724780051152,391,0.23458735480086607,-0.565335333,0.829519391
8630,0.22062614757984866,2511,0.25202129534926965,-0.695110559,0.826132476
6465,0.21986416801526718,262,0.2639197278777277,-0.530986428,0.830422759
2413,0.21966570782656253,640,0.27068512224434843,-0.705629528,0.801364124
153A,0.2191498237906977,43,0.30087042449181906,-0.336999714,0.843707383
9143,0.21902571368113974,1474,0.2889917433422285,-0.71575278,0.819406211
5021,0.21880614470185186,540,0.29931329428815473,-0.733353257,0.770614743
248A,0.21874841493050193,259,0.2244632897250299,-0.552369475,0.677572131
9211,0.21870166231055901,161,0.25800614685237677,-0.592761338,0.807852328
7846,0.2183933375,538,0.17257857568076698,-0.433302224,0.669131994
1332,0.21741353885410333,658,0.22949702114688791,-0.731847167,0.835541487
3905,0.21735288933939392,330,0.2840606856343862,-0.666072011,0.796797574
4436,0.21728900746953403,279,0.2597046807232256,-0.593444824,0.676737607
5947,0.21646918344160582,548,0.2735605453164112,-0.69376725,0.827147186
4308,0.2156243065638298,282,0.21291216567836468,-0.500935555,0.8096627
141A,0.21493816408441557,462,0.29284628922288075,-0.721656263,0.837352574
5105,0.21489239579093483,1765,0.22108681988394585,-0.706413388,0.811398864
6963,0.21469105308134437,2053,0.26992113667000583,-0.703065395,0.792430043
