Code,filerName,TotalFiles,FirstSubmission,LastSubmission,その他,2018,2019,2020,2021,2022,2023,2024,2025,2026
5857,ＡＲＥホールディングス株式会社,7,2023-08-10 13:22:00,2025-11-13 13:07:00,7,0,0,0,0,0,2,3,2,0
5888,ＤＡＩＷＡ　ＣＹＣＬＥ株式会社,7,2023-12-15 15:00:00,2025-09-12 15:30:00,7,0,0,0,0,0,1,4,2,0
5892,株式会社ｙｕｔｏｒｉ,6,2024-02-13 16:00:00,2025-11-13 16:00:00,6,0,0,0,0,0,0,3,3,0
5929,三和ホールディングス株式会社,31,2018-02-13 11:24:00,2025-11-13 11:16:00,31,4,5,5,4,4,4,3,2,0
5947,リンナイ株式会社,29,2018-02-13 10:01:00,2025-11-13 10:00:00,29,4,4,4,4,4,4,3,2,0
5991,日本発條株式会社,30,2018-02-07 09:42:00,2025-11-13 10:33:00,30,4,4,5,4,4,4,3,2,0
6005,三浦工業株式会社,30,2018-02-14 09:00:00,2025-11-14 09:47:00,30,4,4,4,4,4,4,4,2,0
6026,ＧＭＯ　ＴＥＣＨ株式会社,34,2018-03-20 10:35:00,2025-08-07 16:02:00,34,4,5,7,5,4,4,3,2,0
6027,弁護士ドットコム株式会社,29,2018-02-13 16:11:00,2025-11-12 15:32:00,29,4,4,4,4,4,4,3,2,0
6028,テクノプロ・ホールディングス株式会社,33,2018-02-09 10:37:00,2025-09-26 14:17:00,33,5,4,6,4,4,5,3,2,0
6030,株式会社アドベンチャー,37,2018-02-14 15:01:00,2025-12-18 12:22:00,37,5,4,10,4,4,4,3,3,0
6031,サイジニア株式会社,29,2018-02-09 15:59:00,2024-09-30 15:00:00,29,4,4,4,4,5,5,3,0,0
6031,ＺＥＴＡ株式会社,10,2025-02-25 14:35:00,2025-08-12 15:30:00,10,0,0,0,0,0,0,0,10,0
6040,日本スキー場開発株式会社,36,2018-03-15 15:15:00,2025-10-22 16:18:00,36,4,5,4,4,4,5,8,2,0
6069,トレンダーズ株式会社,30,2018-02-14 15:00:00,2025-11-14 15:30:00,30,4,4,4,4,4,4,3,3,0
6086,シンメンテホールディングス株式会社,31,2018-01-15 15:08:00,2025-10-10 15:34:00,31,4,4,4,5,4,4,4,2,0
6094,株式会社フリークアウト・ホールディングス,36,2018-02-09 15:05:00,2025-12-24 15:59:00,36,4,4,5,4,10,4,3,2,0
6098,株式会社リクルートホールディングス,35,2018-02-14 15:02:00,2025-11-06 15:30:00,35,6,5,4,4,7,4,3,2,0
6101,株式会社ツガミ,32,2018-02-13 09:38:00,2025-11-13 14:37:00,32,4,4,4,4,4,7,3,2,0
6103,オークマ株式会社,30,2018-02-08 09:23:00,2025-11-10 09:49:00,30,4,4,5,4,4,4,3,2,0
6113,株式会社アマダ,26,2018-02-14 13:36:00,2025-11-13 15:30:00,26,3,3,2,4,5,4,3,2,0
6113,株式会社アマダホールディングス,4,2018-06-27 13:00:00,2020-06-25 15:31:00,4,1,1,2,0,0,0,0,0,0
6141,ＤＭＧ森精機株式会社,29,2018-03-22 16:53:00,2025-08-08 16:47:00,29,4,4,4,4,4,4,3,2,0
6146,株式会社ディスコ,29,2018-02-09 15:10:00,2025-10-31 15:00:00,29,4,4,4,4,4,4,3,2,0
6176,株式会社ブランジスタ,29,2018-02-09 15:31:00,2025-12-15 15:30:00,29,4,4,4,4,4,4,3,2,0
6178,日本郵政株式会社,52,2018-02-14 15:01:00,2025-11-14 15:30:00,52,4,6,4,7,6,14,8,3,0
6182,株式会社メタリアル,32,2018-01-12 15:31:00,2025-10-15 15:42:00,32,3,3,0,12,4,4,4,2,0
6182,株式会社ロゼッタ,10,2018-05-30 15:08:00,2021-07-15 15:01:00,10,1,1,4,4,0,0,0,0,0
6201,株式会社豊田自動織機,29,2018-02-13 11:07:00,2025-11-11 14:55:00,29,4,4,4,4,4,4,3,2,0
6224,株式会社ＪＲＣ,7,2023-10-13 15:31:00,2025-10-15 15:32:00,7,0,0,0,0,0,1,4,2,0
6232,株式会社自律制御システム研究所,6,2019-06-28 13:58:00,2021-02-12 15:21:00,6,0,1,4,1,0,0,0,0,0
6232,株式会社ＡＣＳＬ,20,2019-02-13 16:33:00,2025-08-14 15:50:00,20,0,3,0,3,5,4,3,2,0
6254,野村マイクロ・サイエンス株式会社,32,2018-02-13 17:04:00,2025-11-14 15:31:00,32,4,5,5,4,4,4,3,3,0
6255,株式会社エヌ・ピー・シー,33,2018-01-12 10:43:00,2025-11-28 10:23:00,33,4,4,4,4,4,7,4,2,0
6269,三井海洋開発株式会社,29,2018-03-23 11:28:00,2025-08-08 10:50:00,29,4,4,4,4,4,4,3,2,0
6273,ＳＭＣ株式会社,33,2018-02-07 15:05:00,2025-11-13 14:10:00,33,5,4,4,5,4,6,3,2,0
6301,株式会社小松製作所,29,2018-02-13 11:58:00,2025-11-13 15:09:00,29,4,4,4,4,4,4,3,2,0
6302,住友重機械工業株式会社,31,2018-02-07 11:01:00,2025-11-27 13:53:00,31,4,4,4,4,5,4,3,3,0
6305,日立建機株式会社,34,2018-02-09 13:04:00,2025-11-10 15:33:00,34,4,5,4,4,7,4,3,3,0
6323,ローツェ株式会社,31,2018-01-15 09:30:00,2025-10-15 09:01:00,31,4,4,4,4,4,4,5,2,0
6326,株式会社　クボタ,35,2018-03-23 14:59:00,2025-08-08 15:00:00,35,4,7,4,4,5,4,3,4,0
6361,株式会社荏原製作所,33,2018-03-29 10:09:00,2025-08-14 15:36:00,33,5,4,4,4,4,4,5,3,0
6367,ダイキン工業株式会社,30,2018-02-14 15:38:00,2025-11-06 09:24:00,30,4,4,4,4,5,4,3,2,0
6368,オルガノ株式会社,30,2018-02-13 14:43:00,2025-11-07 14:21:00,30,4,4,4,4,5,4,3,2,0
6383,株式会社ダイフク,31,2018-02-13 16:35:00,2025-08-08 15:41:00,31,4,4,4,4,5,4,4,2,0
6417,株式会社三共,29,2018-02-13 09:26:00,2025-11-13 09:16:00,29,4,4,4,4,4,4,3,2,0
6432,株式会社竹内製作所,31,2018-01-12 13:05:00,2025-10-14 09:37:00,31,4,4,4,4,4,4,5,2,0
6436,アマノ株式会社,30,2018-02-05 13:17:00,2025-11-07 15:25:00,30,4,4,4,4,4,4,4,2,0
6448,ブラザー工業株式会社,29,2018-02-14 11:03:00,2025-11-13 15:04:00,29,4,4,4,4,4,4,3,2,0
6460,セガサミーホールディングス株式会社,30,2018-02-14 11:23:00,2025-11-14 14:17:00,30,4,4,4,4,4,4,4,2,0
6465,ホシザキ株式会社,31,2018-03-28 16:00:00,2025-08-08 15:30:00,31,4,5,4,4,4,4,3,3,0
6471,日本精工株式会社,29,2018-02-09 09:34:00,2025-11-07 13:36:00,29,4,4,4,4,4,4,3,2,0
6472,ＮＴＮ株式会社,32,2018-02-02 15:00:00,2025-11-07 15:31:00,32,5,4,6,4,4,4,3,2,0
6473,株式会社ジェイテクト,30,2018-02-13 14:54:00,2025-11-13 14:52:00,30,4,5,4,4,4,4,3,2,0
6479,ミネベアミツミ株式会社,30,2018-02-14 10:50:00,2025-11-13 09:58:00,30,4,4,5,4,4,4,3,2,0
6501,株式会社日立製作所,38,2018-02-07 16:00:00,2025-11-11 15:31:00,38,4,7,4,4,4,4,3,8,0
6503,三菱電機株式会社,29,2018-02-07 14:10:00,2025-11-11 12:55:00,29,4,4,4,4,4,4,3,2,0
6504,富士電機株式会社,29,2018-02-14 15:30:00,2025-11-14 15:30:00,29,4,4,4,4,4,4,3,2,0
6506,株式会社安川電機,31,2018-02-02 10:32:00,2025-10-06 11:19:00,31,4,4,4,4,4,5,4,2,0
6521,株式会社オキサイド,15,2021-10-14 16:04:00,2025-10-15 12:21:00,15,0,0,0,1,4,4,4,2,0
6526,株式会社ソシオネクスト,10,2022-11-14 09:35:00,2025-11-14 09:15:00,10,0,0,0,0,1,4,3,2,0
6532,株式会社ベイカレント,3,2024-10-10 15:05:00,2025-10-15 15:30:00,3,0,0,0,0,0,0,1,2,0
6532,株式会社ベイカレント・コンサルティング,27,2018-01-12 15:05:00,2024-07-11 15:05:00,27,4,4,4,4,4,4,3,0,0
6544,ジャパンエレベーターサービスホールディングス株式会社,29,2018-02-08 12:38:00,2025-11-14 10:54:00,29,4,4,4,4,4,4,3,2,0
6557,株式会社ｇｌｏｂａｌ　ｂｒｉｄｇｅ　ＨＯＬＤＩＮＧＳ,9,2020-03-26 14:30:00,2022-02-14 14:12:00,9,0,0,4,4,1,0,0,0,0
6557,ＡＩＡＩグループ株式会社,13,2022-06-24 09:06:00,2025-11-07 10:00:00,13,0,0,0,0,3,5,3,2,0
6561,株式会社ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,31,2018-03-29 16:41:00,2025-08-14 16:00:00,31,5,4,4,5,4,4,3,2,0
6562,株式会社ジーニー,32,2018-02-14 11:31:00,2025-11-14 15:38:00,32,4,5,4,4,4,4,4,3,0
6568,神戸天然物化学株式会社,28,2018-06-28 15:00:00,2025-11-14 15:35:00,28,3,4,4,4,4,4,3,2,0
6574,株式会社コンヴァノ,29,2018-06-29 13:22:00,2025-11-13 15:34:00,29,3,4,4,4,4,5,3,2,0
6586,株式会社マキタ,30,2018-02-08 14:49:00,2025-11-07 13:18:00,30,4,4,5,4,4,4,3,2,0
6590,芝浦メカトロニクス株式会社,30,2018-02-09 11:46:00,2025-11-13 13:09:00,30,4,4,4,5,4,4,3,2,0
6594,ニデック株式会社,16,2023-06-21 16:49:00,2025-11-14 15:31:00,16,0,0,0,0,0,3,11,2,0
6594,日本電産株式会社,21,2018-02-13 15:40:00,2023-02-13 15:07:00,21,4,4,4,4,4,1,0,0,0
6612,バルミューダ株式会社,17,2021-03-25 12:36:00,2025-08-08 15:49:00,17,0,0,0,4,4,4,3,2,0
6613,株式会社ＱＤレーザ,17,2021-02-12 16:37:00,2025-11-13 16:33:00,17,0,0,0,4,4,4,3,2,0
6632,株式会社ＪＶＣケンウッド,31,2018-02-09 16:01:00,2025-11-12 09:11:00,31,4,4,5,4,5,4,3,2,0
6645,オムロン株式会社,29,2018-02-09 10:32:00,2025-11-14 12:15:00,29,4,4,4,4,4,4,3,2,0
6670,株式会社ＭＣＪ,29,2018-02-14 10:08:00,2025-11-14 11:31:00,29,4,4,4,4,4,4,3,2,0
6674,株式会社　ジーエス・ユアサ　コーポレーション,31,2018-02-02 15:10:00,2025-11-06 15:09:00,31,5,4,4,4,4,4,4,2,0
6701,日本電気株式会社,31,2018-01-31 13:29:00,2025-10-29 16:22:00,31,4,4,5,4,4,4,4,2,0
6702,富士通株式会社,29,2018-02-02 15:30:00,2025-10-31 15:00:00,29,4,4,4,4,4,4,3,2,0
6707,サンケン電気株式会社,32,2018-02-13 15:01:00,2025-11-13 15:30:00,32,4,5,4,4,4,6,3,2,0
6723,ルネサスエレクトロニクス株式会社,35,2018-03-29 15:00:00,2025-08-01 14:45:00,35,4,5,4,4,4,8,4,2,0
6724,セイコーエプソン株式会社,29,2018-02-02 10:09:00,2025-11-07 10:25:00,29,4,4,4,4,4,4,3,2,0
6728,株式会社　アルバック,30,2018-02-13 15:29:00,2025-09-26 15:47:00,30,4,4,4,4,5,4,3,2,0
6752,パナソニックホールディングス株式会社,18,2018-02-14 11:25:00,2025-11-07 11:50:00,18,3,3,0,0,3,4,3,2,0
6752,パナソニック株式会社,11,2018-06-29 10:00:00,2022-02-10 11:11:00,11,1,1,4,4,1,0,0,0,0
6753,シャープ株式会社,40,2018-02-13 15:00:00,2025-11-14 15:30:00,40,4,6,4,13,4,4,3,2,0
6758,ソニーグループ株式会社,22,2018-02-08 15:00:00,2025-11-14 16:24:00,22,3,3,0,3,4,4,3,2,0
6758,ソニー株式会社,8,2018-06-19 15:45:00,2021-02-09 15:09:00,8,1,2,4,1,0,0,0,0,0
6762,ＴＤＫ株式会社,29,2018-02-14 09:25:00,2025-11-13 11:33:00,29,4,4,4,4,4,4,3,2,0
6770,アルプスアルパイン株式会社,30,2018-02-08 15:10:00,2025-11-11 15:30:00,30,4,4,5,4,4,4,3,2,0
6787,株式会社メイコー,33,2018-02-13 13:56:00,2025-11-12 14:57:00,33,4,4,8,4,4,4,3,2,0
6806,ヒロセ電機株式会社,29,2018-02-09 09:27:00,2025-11-13 10:02:00,29,4,4,4,4,4,4,3,2,0
6841,横河電機株式会社,31,2018-02-07 09:06:00,2025-11-05 15:00:00,31,4,4,4,4,4,6,3,2,0
6845,アズビル株式会社,30,2018-02-13 09:57:00,2025-11-10 10:52:00,30,4,4,4,4,4,4,3,3,0
6849,日本光電工業株式会社,31,2018-02-14 11:37:00,2025-11-12 11:01:00,31,4,6,4,4,4,4,3,2,0
6856,株式会社堀場製作所,29,2018-03-26 10:53:00,2025-08-08 11:28:00,29,4,4,4,4,4,4,3,2,0
6857,株式会社アドバンテスト,30,2018-02-13 11:59:00,2025-11-13 13:25:00,30,4,4,4,4,5,4,3,2,0
6861,株式会社キーエンス,32,2018-02-02 15:01:00,2025-10-31 16:01:00,32,4,4,5,4,4,4,5,2,0
6869,シスメックス株式会社,30,2018-02-13 11:13:00,2025-11-07 16:20:00,30,4,4,4,4,4,4,3,3,0
6902,株式会社デンソー,29,2018-02-13 10:14:00,2025-11-05 09:28:00,29,4,4,4,4,4,4,3,2,0
6920,レーザーテック株式会社,29,2018-02-09 09:08:00,2025-09-25 15:48:00,29,4,4,4,4,4,4,3,2,0
6951,日本電子株式会社,34,2018-02-09 16:01:00,2025-11-14 16:03:00,34,4,4,5,5,5,6,3,2,0
6952,カシオ計算機株式会社,29,2018-02-14 11:27:00,2025-11-13 11:35:00,29,4,4,4,4,4,4,3,2,0
6954,ファナック株式会社,30,2018-02-09 09:03:00,2025-11-11 13:53:00,30,4,4,4,5,4,4,3,2,0
6963,ローム株式会社,29,2018-02-06 11:04:00,2025-11-07 10:12:00,29,4,4,4,4,4,4,3,2,0
6965,浜松ホトニクス株式会社,30,2018-02-09 09:17:00,2025-12-26 10:44:00,30,4,4,4,4,4,4,3,3,0
6966,株式会社三井ハイテック,29,2018-04-23 10:17:00,2025-09-09 15:46:00,29,4,4,4,4,4,4,3,2,0
6971,京セラ株式会社,29,2018-02-14 15:17:00,2025-11-13 15:31:00,29,4,4,4,4,4,4,3,2,0
6976,太陽誘電株式会社,29,2018-02-14 10:09:00,2025-11-14 10:07:00,29,4,4,4,4,4,4,3,2,0
6981,株式会社村田製作所,35,2018-02-13 10:57:00,2025-11-12 15:40:00,35,4,5,4,4,9,4,3,2,0
6988,日東電工株式会社,32,2018-02-02 15:22:00,2025-10-29 16:06:00,32,4,5,4,4,5,4,4,2,0
7003,株式会社三井Ｅ＆Ｓ,9,2023-06-28 16:10:00,2025-11-13 13:05:00,9,0,0,0,0,0,4,3,2,0
7003,株式会社三井Ｅ＆Ｓホールディングス,23,2018-02-13 15:34:00,2023-02-14 15:30:00,23,5,4,4,4,5,1,0,0,0
7004,カナデビア株式会社,7,2024-10-02 11:01:00,2025-11-13 13:05:00,7,0,0,0,0,0,0,2,5,0
7004,日立造船株式会社,29,2018-02-13 13:29:00,2024-06-28 10:57:00,29,4,4,4,6,4,4,3,0,0
7011,三菱重工業株式会社,29,2018-02-09 15:25:00,2025-11-11 14:00:00,29,4,4,4,4,4,4,3,2,0
7012,川崎重工業株式会社,30,2018-02-08 10:57:00,2025-11-11 11:36:00,30,4,4,5,4,4,4,3,2,0
7013,株式会社ＩＨＩ,34,2018-02-14 16:08:00,2025-11-10 10:57:00,34,6,5,4,4,6,4,3,2,0
7014,株式会社名村造船所,32,2018-02-07 09:00:00,2025-11-11 09:52:00,32,4,4,4,4,4,5,3,4,0
7047,ポート株式会社,27,2019-02-08 16:30:00,2025-11-13 15:30:00,27,0,5,4,4,4,4,3,3,0
7048,ベルトラ株式会社,30,2019-03-29 10:14:00,2025-08-14 15:32:00,30,0,4,5,4,5,4,4,4,0
7050,株式会社フロンティアインターナショナル,27,2019-03-14 15:10:00,2025-12-15 17:06:00,27,0,4,4,4,4,6,3,2,0
7061,日本ホスピスホールディングス株式会社,25,2019-03-29 13:27:00,2025-08-13 15:34:00,25,0,4,4,4,4,4,3,2,0
7066,株式会社ピアズ,23,2019-08-14 15:00:00,2025-12-25 15:39:00,23,0,2,4,4,4,4,3,2,0
7068,フィードフォースグループ株式会社,16,2019-10-11 16:14:00,2026-01-14 15:58:00,16,0,1,0,1,4,4,3,2,1
7068,株式会社フィードフォース,10,2019-08-28 16:20:00,2021-08-26 16:26:00,10,0,1,6,3,0,0,0,0,0
7079,ＷＤＢココ株式会社,22,2020-02-07 16:07:00,2025-11-14 11:33:00,22,0,0,4,5,4,4,3,2,0
7094,株式会社ＮｅｘＴｏｎｅ,22,2020-06-25 12:25:00,2025-11-12 11:40:00,22,0,0,3,5,4,4,3,3,0
7096,株式会社ステムセル研究所,16,2021-06-30 15:20:00,2025-11-14 15:32:00,16,0,0,0,3,4,4,3,2,0
7105,三菱ロジスネクスト株式会社,33,2018-02-13 12:04:00,2025-11-14 15:22:00,33,5,4,4,4,4,7,3,2,0
7110,株式会社クラシコム,12,2022-10-31 12:20:00,2025-10-28 15:44:00,12,0,0,0,0,2,5,3,2,0
7119,株式会社ハルメクホールディングス,8,2023-06-29 15:00:00,2025-11-14 15:31:00,8,0,0,0,0,0,3,3,2,0
7133,ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ株式会社,12,2022-06-30 15:20:00,2025-11-14 15:35:00,12,0,0,0,0,3,4,3,2,0
7148,株式会社ＦＰＧ,30,2018-02-09 16:11:00,2025-12-19 17:01:00,30,4,4,4,5,4,4,3,2,0
7157,ライフネット生命保険株式会社,31,2018-02-09 16:35:00,2025-11-13 16:37:00,31,4,5,4,4,4,5,3,2,0
7164,全国保証株式会社,29,2018-02-07 12:14:00,2025-11-07 13:44:00,29,4,4,4,4,4,4,3,2,0
7167,株式会社めぶきフィナンシャルグループ,33,2018-02-13 09:33:00,2025-11-25 15:14:00,33,5,4,4,6,4,4,4,2,0
7182,株式会社ゆうちょ銀行,29,2018-02-14 15:00:00,2025-11-21 15:30:00,29,4,4,4,4,4,4,3,2,0
7186,株式会社コンコルディア・フィナンシャルグループ,38,2018-02-07 09:07:00,2025-06-12 09:23:00,38,5,6,4,4,6,8,4,1,0
7186,株式会社横浜フィナンシャルグループ,1,2025-11-17 11:16:00,2025-11-17 11:16:00,1,0,0,0,0,0,0,0,1,0
7201,日産自動車株式会社,32,2018-02-13 09:46:00,2025-11-10 15:40:00,32,4,7,4,4,4,4,3,2,0
7202,いすゞ自動車株式会社,34,2018-02-09 10:52:00,2025-11-13 14:43:00,34,5,4,8,4,4,4,3,2,0
7203,トヨタ自動車株式会社,35,2018-02-13 15:00:00,2025-11-13 15:30:00,35,4,4,4,9,4,5,3,2,0
7205,日野自動車株式会社,29,2018-02-05 15:30:00,2025-11-14 15:04:00,29,4,4,4,4,4,4,3,2,0
7211,三菱自動車工業株式会社,34,2018-02-09 13:53:00,2025-11-12 16:08:00,34,4,4,4,5,4,5,5,3,0
7259,アイシン精機株式会社,7,2018-06-20 09:00:00,2021-02-12 09:00:00,7,1,1,4,1,0,0,0,0,0
7259,株式会社アイシン,22,2018-02-13 09:01:00,2025-11-07 14:01:00,22,3,3,0,3,4,4,3,2,0
7261,マツダ株式会社,33,2018-02-13 09:40:00,2025-11-13 09:08:00,33,5,7,4,4,4,4,3,2,0
7267,本田技研工業株式会社,29,2018-02-08 11:36:00,2025-11-11 15:30:00,29,4,4,4,4,4,4,3,2,0
7269,スズキ株式会社,29,2018-02-13 13:13:00,2025-11-13 16:25:00,29,4,4,4,4,4,4,3,2,0
7270,株式会社ＳＵＢＡＲＵ,35,2018-02-14 09:05:00,2025-11-12 10:15:00,35,7,4,5,5,4,5,3,2,0
7272,ヤマハ発動機株式会社,36,2018-03-26 11:19:00,2025-12-19 16:36:00,36,4,4,4,5,5,4,4,6,0
7276,株式会社小糸製作所,30,2018-02-02 09:19:00,2025-11-07 09:10:00,30,4,4,4,4,4,5,3,2,0
7282,豊田合成株式会社,29,2018-02-09 11:11:00,2025-11-07 15:13:00,29,4,4,4,4,4,4,3,2,0
7309,株式会社シマノ,30,2018-03-28 11:09:00,2025-08-07 09:13:00,30,5,4,4,4,4,4,3,2,0
7317,株式会社松屋アールアンドディ,21,2020-06-26 14:57:00,2025-11-10 15:31:00,21,0,0,4,4,4,4,3,2,0
7318,セレンディップ・ホールディングス株式会社,16,2021-06-28 15:01:00,2025-11-12 15:21:00,16,0,0,0,3,4,4,3,2,0
7320,日本リビング保証株式会社,28,2018-05-15 11:09:00,2024-09-25 15:03:00,28,3,5,4,4,5,4,3,0,0
7320,Ｓｏｌｖｖｙ株式会社,4,2025-02-13 16:26:00,2025-09-30 16:55:00,4,0,0,0,0,0,0,0,4,0
7326,ＳＢＩインシュアランスグループ株式会社,28,2018-06-27 16:06:00,2025-11-21 10:00:00,28,3,4,4,4,4,4,3,2,0
7342,ウェルスナビ株式会社,15,2021-03-26 15:12:00,2024-08-09 15:30:00,15,0,0,0,4,4,4,3,0,0
7343,ブロードマインド株式会社,16,2021-06-30 14:15:00,2025-11-14 12:24:00,16,0,0,0,3,4,4,3,2,0
7352,株式会社Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,12,2020-07-15 14:11:00,2023-04-14 15:34:00,12,0,0,2,4,4,2,0,0,0
7352,株式会社ＴＷＯＳＴＯＮＥ＆Ｓｏｎｓ,8,2023-07-14 15:34:00,2025-11-27 15:44:00,8,0,0,0,0,0,2,4,2,0
7373,株式会社アイドマ・ホールディングス,16,2021-07-15 15:48:00,2025-11-28 14:19:00,16,0,0,0,2,4,4,4,2,0
7386,ジャパンワランティサポート株式会社,10,2022-08-04 15:09:00,2025-05-15 14:50:00,10,0,0,0,0,2,4,3,1,0
7409,ＡｅｒｏＥｄｇｅ株式会社,8,2023-09-29 16:45:00,2025-09-29 15:08:00,8,0,0,0,0,0,2,3,3,0
7419,株式会社ノジマ,31,2018-02-09 15:08:00,2025-11-10 14:15:00,31,4,4,5,4,4,4,4,2,0
7453,株式会社　良品計画,36,2018-01-11 09:57:00,2025-11-21 10:13:00,36,4,4,4,4,4,4,4,8,0
7459,株式会社メディパルホールディングス,29,2018-02-13 10:13:00,2025-11-13 15:12:00,29,4,4,4,4,4,4,3,2,0
7532,株式会社パン・パシフィック・インターナショナルホールディングス,29,2018-02-14 16:00:00,2025-09-25 13:20:00,29,4,4,4,4,4,4,3,2,0
7550,株式会社ゼンショーホールディングス,29,2018-02-06 15:04:00,2025-11-11 15:30:00,29,4,4,4,4,4,4,3,2,0
7564,株式会社ワークマン,29,2018-02-13 10:14:00,2025-11-13 10:19:00,29,4,4,4,4,4,4,3,2,0
7599,株式会社ＩＤＯＭ,31,2018-01-12 15:03:00,2025-10-15 10:23:00,31,4,4,4,4,4,5,4,2,0
7649,スギホールディングス株式会社,30,2018-01-11 10:21:00,2025-10-14 11:10:00,30,4,4,4,4,4,4,4,2,0
7674,株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹ,9,2019-09-27 09:20:00,2021-11-12 16:19:00,9,0,1,4,4,0,0,0,0,0
7674,株式会社ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,21,2019-05-13 12:08:00,2025-09-12 16:01:00,21,0,3,0,0,6,6,3,3,0
7683,株式会社ダブルエー,26,2019-12-13 16:00:00,2025-09-12 16:13:00,26,0,1,4,5,7,4,3,2,0
7685,株式会社ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,23,2020-03-26 15:01:00,2025-08-14 15:43:00,23,0,0,4,4,5,5,3,2,0
7701,株式会社　島津製作所,29,2018-02-08 09:48:00,2025-11-10 09:35:00,29,4,4,4,4,4,4,3,2,0
7707,プレシジョン・システム・サイエンス株式会社,31,2018-02-14 15:39:00,2025-09-29 15:06:00,31,4,4,5,4,4,5,3,2,0
7716,株式会社ナカニシ,29,2018-03-30 09:05:00,2025-08-08 15:45:00,29,4,4,4,4,4,4,3,2,0
7729,株式会社東京精密,30,2018-02-13 10:47:00,2025-11-05 11:10:00,30,4,4,4,4,4,4,4,2,0
7731,株式会社ニコン,29,2018-02-08 15:09:00,2025-11-06 15:30:00,29,4,4,4,4,4,4,3,2,0
7733,オリンパス株式会社,31,2018-02-09 16:00:00,2025-11-07 15:39:00,31,4,4,4,4,5,5,3,2,0
7735,株式会社ＳＣＲＥＥＮホールディングス,29,2018-02-13 11:41:00,2025-11-13 10:42:00,29,4,4,4,4,4,4,2,3,0
7740,株式会社タムロン,30,2018-03-28 10:37:00,2025-08-29 14:27:00,30,4,4,4,4,4,4,3,3,0
7741,ＨＯＹＡ株式会社,34,2018-02-01 09:58:00,2025-11-06 09:49:00,34,4,6,5,4,4,6,3,2,0
7744,ノーリツ鋼機株式会社,29,2018-02-13 10:30:00,2025-08-08 15:42:00,29,4,4,4,4,4,4,3,2,0
7747,朝日インテック株式会社,36,2018-02-14 15:43:00,2025-09-24 15:00:00,36,5,4,10,4,4,4,3,2,0
7751,キヤノン株式会社,31,2018-03-29 14:26:00,2025-08-07 15:30:00,31,5,4,4,5,4,4,3,2,0
7752,株式会社リコー,32,2018-01-10 15:00:00,2025-11-13 09:51:00,32,5,5,4,4,5,4,3,2,0
7762,シチズン時計株式会社,30,2018-02-14 10:47:00,2025-12-11 15:12:00,30,4,4,4,4,4,4,3,3,0
7774,株式会社ジャパン・ティッシュエンジニアリング,17,2018-02-13 14:03:00,2025-11-13 15:37:00,17,3,3,0,0,1,5,3,2,0
7774,株式会社ジャパン・ティッシュ・エンジニアリング,13,2018-06-27 13:34:00,2022-08-10 14:21:00,13,1,1,4,4,3,0,0,0,0
7776,株式会社セルシード,29,2018-03-30 11:30:00,2025-08-14 15:47:00,29,4,4,4,4,4,4,3,2,0
7777,株式会社スリー・ディー・マトリックス,30,2018-03-15 15:57:00,2025-12-11 16:02:00,30,4,4,4,4,4,4,4,2,0
7779,ＣＹＢＥＲＤＹＮＥ株式会社,29,2018-02-14 15:34:00,2025-11-13 16:42:00,29,4,4,4,4,4,4,3,2,0
7792,株式会社コラントッテ,15,2021-08-06 15:59:00,2025-12-22 10:54:00,15,0,0,0,2,4,4,3,2,0
7794,株式会社イーディーピー,12,2022-06-29 15:28:00,2025-11-14 15:09:00,12,0,0,0,0,3,4,3,2,0
7803,株式会社ブシロード,25,2019-10-28 09:42:00,2025-09-24 15:31:00,25,0,2,4,4,4,6,3,2,0
7806,株式会社ＭＴＧ,31,2018-08-10 15:08:00,2025-12-19 16:03:00,31,2,6,4,4,4,4,2,5,0
7832,株式会社バンダイナムコホールディングス,50,2018-02-13 10:23:00,2025-11-10 13:21:00,50,4,5,4,11,16,4,3,3,0
7846,株式会社パイロットコーポレーション,29,2018-03-29 13:26:00,2025-08-08 11:05:00,29,4,4,4,4,4,4,3,2,0
7867,株式会社タカラトミー,34,2018-02-13 09:45:00,2025-11-12 13:09:00,34,4,6,5,5,4,4,4,2,0
7906,ヨネックス株式会社,30,2018-02-09 10:01:00,2025-11-10 10:25:00,30,5,4,4,4,4,4,3,2,0
7911,凸版印刷株式会社,25,2018-02-14 09:16:00,2023-08-14 15:54:00,25,5,4,5,4,4,3,0,0,0
7911,ＴＯＰＰＡＮホールディングス株式会社,6,2023-11-14 13:26:00,2025-11-14 13:33:00,6,0,0,0,0,0,1,3,2,0
7912,大日本印刷株式会社,31,2018-02-14 11:16:00,2025-11-14 15:49:00,31,4,5,4,5,4,4,3,2,0
7936,株式会社アシックス,30,2018-03-30 13:11:00,2025-08-13 16:01:00,30,4,4,4,5,4,4,3,2,0
7944,ローランド株式会社,18,2021-03-31 15:19:00,2025-08-08 10:12:00,18,0,0,0,4,4,5,3,2,0
